# Simulation 1 (Up to date)
# 1397 data points written for 4 variables.
# Simulation warnings:
#   Listeners modified the flight simulation
#   Body calculations may not be entirely accurate at supersonic speeds.
#
# Time (s),Longitudinal moment of inertia (kg·m²),Corrective moment coefficient (),Damping moment coefficient (​)
336.216,NaN,6.011e4,NaN
336.716,NaN,6.007e4,NaN
337.216,NaN,6.003e4,NaN
337.716,NaN,5.999e4,NaN
338.216,NaN,5.995e4,NaN
338.716,NaN,5.991e4,NaN
339.216,NaN,5.988e4,NaN
339.716,NaN,5.984e4,NaN
340.216,NaN,5.98e4,NaN
340.716,NaN,5.976e4,NaN
341.216,NaN,5.972e4,NaN
341.716,NaN,5.969e4,NaN
342.216,NaN,5.965e4,NaN
342.716,NaN,5.961e4,NaN
343.216,NaN,5.957e4,NaN
343.716,NaN,5.953e4,NaN
344.216,NaN,5.949e4,NaN
344.716,NaN,5.946e4,NaN
345.216,NaN,5.942e4,NaN
345.716,NaN,5.938e4,NaN
346.216,NaN,5.934e4,NaN
346.716,NaN,5.93e4,NaN
347.216,NaN,5.927e4,NaN
347.716,NaN,5.923e4,NaN
348.216,NaN,5.919e4,NaN
348.716,NaN,5.915e4,NaN
349.216,NaN,5.912e4,NaN
349.716,NaN,5.908e4,NaN
350.216,NaN,5.904e4,NaN
350.716,NaN,5.9e4,NaN
351.216,NaN,5.896e4,NaN
351.716,NaN,5.893e4,NaN
352.216,NaN,5.889e4,NaN
352.716,NaN,5.885e4,NaN
353.216,NaN,5.881e4,NaN
353.716,NaN,5.878e4,NaN
354.216,NaN,5.874e4,NaN
354.716,NaN,5.87e4,NaN
355.216,NaN,5.866e4,NaN
355.716,NaN,5.863e4,NaN
356.216,NaN,5.859e4,NaN
356.716,NaN,5.855e4,NaN
357.216,NaN,5.851e4,NaN
357.716,NaN,5.848e4,NaN
358.216,NaN,5.844e4,NaN
358.716,NaN,5.84e4,NaN
359.216,NaN,5.836e4,NaN
359.716,NaN,5.833e4,NaN
360.216,NaN,5.829e4,NaN
360.716,NaN,5.825e4,NaN
361.216,NaN,5.821e4,NaN
361.716,NaN,5.818e4,NaN
362.216,NaN,5.814e4,NaN
362.716,NaN,5.81e4,NaN
363.216,NaN,5.807e4,NaN
363.716,NaN,5.803e4,NaN
364.216,NaN,5.799e4,NaN
364.716,NaN,5.795e4,NaN
365.216,NaN,5.792e4,NaN
365.716,NaN,5.788e4,NaN
366.216,NaN,5.784e4,NaN
366.7,NaN,5.781e4,NaN
