# Simulation 1 (Up to date)
# 1591 data points written for 57 variables.
# Simulation warnings:
#   Listeners modified the flight simulation
#   Body calculations may not be entirely accurate at supersonic speeds.
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (G),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°C),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s),Corrective moment coefficient (),Damping moment coefficient (​),damping ratio ()
0.01,0.016,3.274,10.186,3.274,10.186,0,0,0,0,0,0,28.61,-80.6,0.998,63.083,0,0,0,908.469,596.651,0.036,2.464e-4,NaN,21.215,NaN,0.007,1.067e5,99.643,4.782e-4,0.763,0.144,0.639,0.004,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.303e-5,1.575,12.57,90,0,6.449,7.075,875.429,1101.005,0.01,7.468e-4,5.777e4,NaN,NaN
0.02,0.102,13.758,32.611,13.758,32.611,0,0,0,0,0,0,28.61,-80.6,0.998,24.936,0,0,0,906.92,595.102,0.035,2.461e-4,NaN,21.21,NaN,0.014,2.238e5,298.93,0.012,0.657,0.802,0.533,0.004,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.475e-5,1.575,12.57,90,0,6.397,7.075,875.426,1101.005,0.01,0.001,5.777e4,NaN,NaN
0.03,0.328,31.474,55.111,31.474,55.111,0,0,0,0,0,0,28.61,-80.6,0.998,11.396,0,0,0,905.371,593.553,0.035,2.458e-4,NaN,21.205,NaN,0.029,4.735e5,498.217,0.046,0.575,0.704,0.451,0.004,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.253e-4,1.575,12.57,90,0,6.344,7.075,875.418,1101.004,0.01,0.002,5.777e4,0.055,NaN
0.04,0.75,53.097,67.32,53.097,67.32,0,0,0,0,0,0,28.61,-80.6,0.998,6.758,0,0,0,902.239,590.421,0.035,2.452e-4,NaN,21.195,NaN,0.049,7.885e5,604.585,0.11,0.549,0.606,0.425,0.004,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.113e-4,1.575,12.57,90,0,6.292,7.074,875.405,1101.003,0.01,0.002,5.777e4,0.062,NaN
0.048,1.213,69.589,68.133,69.589,68.133,0,0,0,0,0,0,28.61,-80.6,0.998,5.134,0,0,0,899.863,588.046,0.035,2.448e-4,NaN,21.187,NaN,0.063,1.03e6,610.242,0.182,0.549,0.585,0.424,0.004,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.769e-4,1.575,12.57,90,0,6.252,7.073,875.39,1101.001,0.008,0.003,5.777e4,0.076,NaN
0.053,1.649,82.161,68.051,82.161,68.051,0,0,0,0,0,0,28.61,-80.6,0.998,4.343,0,0,0,898.051,586.233,0.035,2.445e-4,NaN,21.181,NaN,0.075,1.215e6,608.359,0.249,0.549,0.576,0.424,0.004,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.27e-4,1.575,12.57,90,0,6.24,7.072,875.376,1100.999,0.006,0.003,5.777e4,0.087,NaN
0.058,2.075,92.802,67.991,92.802,67.991,0,0,0,0,0,0,28.61,-80.6,0.998,3.848,0,0,0,896.516,584.699,0.035,2.442e-4,NaN,21.176,NaN,0.084,1.372e6,606.855,0.314,0.55,0.571,0.424,0.004,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.693e-4,1.575,12.57,90,0,6.241,7.071,875.362,1100.997,0.005,0.003,5.777e4,0.098,NaN
0.062,2.495,102.221,67.972,102.221,67.972,0,0,0,0,0,0,28.61,-80.6,0.998,3.495,0,0,0,895.157,583.339,0.035,2.44e-4,NaN,21.172,NaN,0.093,1.51e6,605.831,0.378,0.55,0.568,0.424,0.004,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.068e-4,1.575,12.57,90,0,6.243,7.07,875.348,1100.996,0.004,0.004,5.778e4,0.107,NaN
0.066,2.912,110.789,68.094,110.789,68.094,0,0,0,0,0,0,28.61,-80.6,0.998,3.226,0,0,0,893.922,582.104,0.035,2.437e-4,NaN,21.168,NaN,0.101,1.636e6,606.135,0.442,0.55,0.565,0.424,0.004,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.409e-4,1.575,12.57,90,0,6.244,7.069,875.335,1100.994,0.004,0.004,5.778e4,0.116,NaN
0.07,3.326,118.709,68.223,118.709,68.223,0,0,0,0,0,0,28.61,-80.6,0.998,3.011,0,0,0,892.783,580.965,0.035,2.435e-4,NaN,21.164,NaN,0.108,1.753e6,606.556,0.506,0.55,0.564,0.424,0.004,0.122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.724e-4,1.575,12.57,90,0,6.245,7.069,875.321,1100.992,0.004,0.005,5.778e4,0.124,NaN
0.073,3.738,126.115,68.343,126.115,68.343,0,0,0,0,0,0,28.61,-80.6,0.998,2.835,0,0,0,891.719,579.902,0.035,2.433e-4,NaN,21.16,NaN,0.115,1.862e6,606.947,0.57,0.55,0.563,0.424,0.005,0.122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.019e-4,1.575,12.57,90,0,6.246,7.068,875.308,1100.991,0.003,0.005,5.778e4,0.131,NaN
0.077,4.149,133.097,68.456,133.097,68.456,0,0,0,0,0,0,28.61,-80.6,0.998,2.687,0,0,0,890.719,578.901,0.035,2.432e-4,NaN,21.157,NaN,0.121,1.965e6,607.313,0.633,0.55,0.562,0.424,0.005,0.122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.297e-4,1.575,12.57,90,0,6.247,7.067,875.295,1100.989,0.003,0.005,5.778e4,0.143,NaN
0.081,4.808,143.591,68.613,143.591,68.613,-2.982e-5,0,2.982e-5,180,0.013,0.085,28.61,-80.6,0.998,2.485,0,0.001,-3.838e-7,889.217,577.4,0.035,2.429e-4,24.202,21.152,1.936,0.131,2.119e6,607.757,0.735,0.551,0.56,0.424,0.005,0.122,0.567,1.098,2.773e-4,0,0,0,0,1.17e-5,5.714e-4,1.575,12.57,89.999,0.015,6.248,7.066,875.273,1100.987,0.005,0.006,5.778e4,0.16,1.437e-6
0.088,5.889,159.38,68.846,159.38,68.847,-1.904e-4,0,1.904e-4,180,0.032,0.086,28.61,-80.6,0.998,2.227,0,0.003,-1.116e-6,886.966,575.148,0.035,2.425e-4,24.251,21.145,1.972,0.145,2.352e6,608.423,0.904,0.551,0.559,0.424,0.005,0.123,0.504,0.994,-3.994e-4,0,0,0,0,6.69e-5,6.342e-4,1.575,12.57,89.993,0.009,6.25,7.064,875.238,1100.982,0.007,0.006,5.778e4,0.186,1.435e-6
0.099,7.722,183.17,69.196,183.17,69.196,-6.927e-4,0,6.927e-4,180,0.061,0.075,28.61,-80.6,0.998,1.911,0,0.007,1.305e-6,883.588,571.77,0.035,2.419e-4,24.312,21.133,2.018,0.166,2.702e6,609.422,1.191,0.552,0.558,0.423,0.005,0.124,0.429,0.865,-3.782e-5,0,0,0,0,2.151e-4,7.289e-4,1.575,12.57,89.975,0.004,6.253,7.06,875.179,1100.975,0.011,0.007,5.779e4,0.225,1.432e-6
0.115,10.951,219.093,69.715,219.094,69.715,-0.002,3.098e-8,0.002,179.999,0.089,0.025,28.61,-80.6,0.998,1.558,0,0.012,4.906e-7,878.521,566.703,0.035,2.409e-4,24.383,21.116,2.074,0.199,3.232e6,610.921,1.701,0.554,0.558,0.423,0.006,0.125,0.346,0.717,-2.426e-4,0,0,0,0,5.461e-4,8.719e-4,1.575,12.57,89.921,-5.734e-5,6.353,7.054,875.074,1100.962,0.016,0.007,5.78e4,0.284,1.426e-6
0.139,16.883,273.506,70.482,273.506,70.482,-0.004,-1.037e-8,0.004,-180,0.049,0.152,28.61,-80.6,0.998,1.122,-1.7e-8,0.023,-6.183e-6,870.827,559.009,0.035,2.396e-4,24.475,21.09,2.149,0.249,4.033e6,613.088,2.655,0.556,0.558,0.422,0.006,0.128,0.246,0.528,3.668e-4,0,0,0,0,0.001,0.001,1.575,12.57,89.769,-0.003,6.512,7.042,874.882,1100.939,0.024,0.007,5.781e4,0.344,1.418e-6
0.164,24.188,328.934,71.273,328.934,71.275,-0.003,-4.474e-7,0.003,-179.991,0.187,0.484,28.61,-80.6,0.998,0.678,-3.636e-8,0.034,-7.783e-6,863.054,551.236,0.035,2.382e-4,24.572,21.063,2.228,0.299,4.849e6,615.546,3.854,0.56,0.561,0.421,0.007,0.132,0.147,0.325,1.224e-4,0,0,0,0,0.002,0.001,1.575,12.57,89.521,-0.002,6.452,7.027,874.645,1100.91,0.024,0.008,5.783e4,0.411,1.41e-6
0.191,33.974,391.719,72.118,391.72,72.125,0.01,-1.734e-6,0.01,-0.01,0.844,1.039,28.61,-80.6,0.998,0.18,-6.738e-8,0.042,1.116e-6,854.351,542.533,0.035,2.366e-4,24.685,21.032,2.32,0.356,5.773e6,618.156,5.503,0.565,0.565,0.419,0.009,0.136,0.039,0.087,2.97e-4,0,0,0,0,0.002,0.002,1.575,12.57,89.146,-0.002,6.191,7.008,874.328,1100.872,0.027,0.008,5.786e4,0.52,1.401e-6
0.231,51.875,487.264,73.27,487.273,73.296,0.082,-4.775e-6,0.082,-0.003,2.865,1.965,28.61,-80.6,0.998,0.342,3.56e-7,-0.035,-6.85e-5,841.296,529.478,0.034,2.342e-4,24.666,20.984,2.338,0.443,7.179e6,621.602,8.654,0.574,0.574,0.416,0.012,0.145,0.074,0.174,-5.255e-5,0,0,0,0,-8.888e-4,0.002,1.575,12.57,88.551,0.001,6.206,6.972,873.747,1100.801,0.041,0.009,5.79e4,0.578,1.381e-6
0.252,62.366,535.947,73.954,535.964,73.993,0.155,-3.469e-6,0.155,-0.001,4.343,2.407,28.61,-80.6,0.998,0.517,2.187e-8,-0.02,2.448e-6,834.683,522.865,0.034,2.33e-4,24.639,20.959,2.336,0.487,7.894e6,624.4,10.574,0.58,0.58,0.415,0.014,0.151,0.113,0.263,-3.064e-4,0,0,0,0,-2.44e-4,0.002,1.575,12.57,88.344,0.002,6.256,6.952,873.407,1100.76,0.021,0.009,5.793e4,0.612,1.37e-6
0.264,69.156,565.348,74.198,565.373,74.242,0.215,-1.985e-6,0.215,-5.296e-4,5.332,2.551,28.61,-80.6,0.998,0.551,3.257e-8,-0.008,-4.259e-6,830.687,518.869,0.034,2.323e-4,24.639,20.944,2.346,0.514,8.325e6,624.76,11.842,0.583,0.584,0.413,0.016,0.154,0.12,0.282,-2.331e-4,0,0,0,0,-3.284e-5,0.002,1.575,12.57,88.282,0.004,6.179,6.938,873.187,1100.733,0.012,0.009,5.795e4,0.641,1.363e-6
0.275,75.175,590.248,74.381,590.28,74.426,0.275,4.175e-8,0.275,8.705e-6,6.195,2.584,28.61,-80.6,0.998,0.531,1.888e-8,0.004,1.356e-5,827.313,515.495,0.034,2.317e-4,24.65,20.931,2.361,0.536,8.691e6,624.899,12.981,0.587,0.587,0.412,0.017,0.157,0.116,0.273,-9.167e-5,0,0,0,0,6.595e-6,0.002,1.575,12.57,88.274,0.005,6.115,6.926,872.992,1100.709,0.01,0.01,5.796e4,0.668,1.357e-6
0.285,81.09,613.792,74.549,613.832,74.592,0.34,2.969e-6,0.34,5.008e-4,7.007,2.536,28.61,-80.6,0.998,0.474,1.578e-8,0.015,3.403e-5,824.129,512.311,0.034,2.311e-4,24.67,20.919,2.382,0.558,9.036e6,625.022,14.114,0.59,0.591,0.411,0.019,0.16,0.103,0.246,-5.079e-5,0,0,0,0,9.765e-5,0.002,1.575,12.57,88.307,0.008,6.053,6.915,872.8,1100.686,0.01,0.01,5.798e4,0.696,1.351e-6
0.295,87.411,638.043,74.717,638.091,74.756,0.415,7.485e-6,0.415,0.001,7.812,2.405,28.61,-80.6,0.998,0.381,1.547e-8,0.025,5.679e-5,820.858,509.04,0.034,2.305e-4,24.7,20.907,2.408,0.58,9.392e6,625.143,15.343,0.594,0.594,0.41,0.02,0.164,0.083,0.2,1.565e-4,0,0,0,0,2.664e-4,0.003,1.575,12.57,88.381,0.012,5.99,6.902,872.595,1100.661,0.01,0.01,5.799e4,0.727,1.345e-6
0.306,94.937,665.833,74.902,665.889,74.933,0.51,1.533e-5,0.51,0.002,8.662,2.153,28.61,-80.6,0.998,0.231,1.067e-8,0.035,6.465e-5,817.117,505.3,0.034,2.299e-4,24.745,20.892,2.446,0.605,9.799e6,625.275,16.829,0.599,0.599,0.409,0.022,0.168,0.05,0.123,-3.254e-4,0,0,0,0,4.633e-4,0.003,1.575,12.57,88.507,0.016,6.022,6.887,872.351,1100.632,0.012,0.011,5.801e4,0.775,1.338e-6
0.323,106.829,707.642,75.158,707.709,75.177,0.669,3.407e-5,0.669,0.003,9.721,1.647,28.61,-80.6,0.998,0.029,6.209e-8,-0.039,4.231e-4,811.507,499.69,0.034,2.289e-4,24.811,20.87,2.502,0.643,1.041e7,625.45,19.241,0.606,0.606,0.407,0.025,0.174,0.006,0.016,-3.548e-4,0,0,0,0,-5.294e-4,0.003,1.575,12.57,88.745,0.022,6.207,6.864,871.965,1100.585,0.017,0.011,5.804e4,0.856,1.327e-6
0.349,126.027,770.608,75.486,770.683,75.492,0.936,7.961e-5,0.936,0.005,10.766,0.996,28.61,-80.6,0.998,0.298,6.712e-8,-0.02,-2.11e-5,803.092,491.274,0.034,2.273e-4,24.794,20.836,2.513,0.7,1.133e7,625.713,23.309,0.62,0.62,0.404,0.032,0.184,0.066,0.165,-1.615e-4,0,0,0,0,-1.184e-4,0.003,1.575,12.57,89.048,0.033,6.484,6.826,871.343,1100.509,0.026,0.012,5.809e4,0.883,1.305e-6
0.358,132.687,791.337,75.592,791.414,75.596,1.029,9.936e-5,1.029,0.006,11.001,0.815,28.61,-80.6,0.998,0.353,2.647e-8,-0.009,1.188e-5,800.329,488.512,0.034,2.268e-4,24.797,20.825,2.522,0.719,1.164e7,625.923,24.774,0.625,0.625,0.403,0.035,0.187,0.078,0.197,-1.234e-4,0,0,0,0,-2.052e-5,0.003,1.575,12.57,89.094,0.035,6.409,6.812,871.127,1100.483,0.009,0.012,5.811e4,0.906,1.298e-6
0.365,138.707,809.637,75.658,809.715,75.662,1.113,1.19e-4,1.113,0.006,11.195,0.799,28.61,-80.6,0.998,0.342,2.979e-8,0.003,6.712e-6,797.894,486.076,0.034,2.264e-4,24.813,20.815,2.539,0.736,1.19e7,625.957,26.122,0.629,0.629,0.402,0.037,0.19,0.075,0.192,3.812e-4,0,0,0,0,1.788e-6,0.003,1.575,12.57,89.102,0.033,6.331,6.8,870.932,1100.459,0.008,0.012,5.813e4,0.929,1.292e-6
0.373,144.746,827.598,75.693,827.676,75.698,1.196,1.403e-4,1.196,0.007,11.39,0.858,28.61,-80.6,0.998,0.301,3.09e-8,0.013,2.369e-5,795.506,483.688,0.034,2.26e-4,24.835,20.805,2.559,0.752,1.217e7,625.819,27.5,0.634,0.634,0.401,0.04,0.194,0.067,0.17,-3.715e-4,0,0,0,0,4.519e-5,0.003,1.575,12.57,89.08,0.031,6.256,6.788,870.736,1100.435,0.007,0.013,5.814e4,0.953,1.286e-6
0.381,151.381,846.898,75.72,846.977,75.727,1.287,1.651e-4,1.287,0.007,11.626,1.003,28.61,-80.6,0.998,0.231,5.175e-8,0.024,3.597e-5,792.94,481.123,0.034,2.255e-4,24.866,20.794,2.585,0.77,1.245e7,625.668,29.05,0.64,0.64,0.399,0.043,0.197,0.051,0.132,-4.576e-4,0,0,0,0,1.319e-4,0.003,1.575,12.57,89.026,0.024,6.174,6.775,870.521,1100.409,0.008,0.013,5.816e4,0.982,1.28e-6
0.391,159.788,870.746,75.74,870.829,75.751,1.403,1.98e-4,1.403,0.008,11.983,1.276,28.61,-80.6,0.998,0.115,-4.758e-8,0.032,1.725e-5,789.771,477.953,0.033,2.249e-4,24.91,20.781,2.621,0.791,1.279e7,625.493,31.071,0.648,0.648,0.398,0.048,0.201,0.025,0.066,1.088e-4,0,0,0,0,2.327e-4,0.003,1.575,12.57,88.926,0.014,6.074,6.759,870.248,1100.376,0.01,0.013,5.818e4,1.028,1.272e-6
0.405,172.836,906.521,75.733,906.61,75.754,1.584,2.49e-4,1.584,0.009,12.707,1.773,28.61,-80.6,0.998,0.069,-1.457e-7,-0.033,1.793e-4,785.018,473.2,0.033,2.241e-4,24.95,20.761,2.66,0.824,1.332e7,625.251,34.387,0.662,0.662,0.396,0.058,0.208,0.015,0.041,-4.579e-4,0,0,0,0,-2.287e-4,0.004,1.575,12.57,88.745,9.556e-4,5.949,6.733,869.825,1100.325,0.015,0.014,5.821e4,1.103,1.259e-6
0.427,193.393,960.14,75.611,960.245,75.644,1.879,3.217e-4,1.879,0.01,14.199,2.242,28.61,-80.6,0.998,0.212,-7.09e-9,-0.009,1.002e-4,777.887,466.069,0.033,2.228e-4,24.967,20.73,2.69,0.873,1.41e7,624.889,40.235,0.69,0.691,0.392,0.079,0.219,0.048,0.128,-2.127e-4,0,0,0,0,-1.472e-5,0.004,1.575,12.57,88.562,0.004,5.833,6.692,869.159,1100.244,0.022,0.014,5.827e4,1.126,1.238e-6
0.434,199.993,976.705,75.511,976.815,75.548,1.978,3.434e-4,1.978,0.01,14.715,2.359,28.61,-80.6,0.998,0.243,2.031e-8,0.002,3.605e-5,775.681,463.863,0.033,2.224e-4,24.976,20.721,2.702,0.888,1.434e7,624.604,42.34,0.702,0.702,0.391,0.089,0.222,0.054,0.147,1.876e-4,0,0,0,0,1.038e-6,0.004,1.575,12.57,88.554,0.009,5.797,6.679,868.945,1100.218,0.007,0.015,5.828e4,1.147,1.232e-6
0.441,206.421,992.553,75.431,992.669,75.466,2.076,3.648e-4,2.076,0.01,15.206,2.3,28.61,-80.6,0.998,0.217,2.242e-8,0.013,7.175e-5,773.567,461.749,0.033,2.22e-4,24.996,20.711,2.72,0.902,1.457e7,624.472,44.414,0.713,0.714,0.39,0.098,0.226,0.049,0.132,4.025e-4,0,0,0,0,3.042e-5,0.004,1.575,12.57,88.573,0.013,5.762,6.666,868.737,1100.192,0.007,0.015,5.83e4,1.17,1.226e-6
0.448,213.428,1009.537,75.416,1009.659,75.447,2.184,3.888e-4,2.184,0.01,15.709,2.153,28.61,-80.6,0.998,0.164,0,0.023,8.885e-5,771.301,459.483,0.033,2.216e-4,25.023,20.701,2.744,0.918,1.481e7,624.338,46.122,0.716,0.716,0.387,0.1,0.23,0.037,0.102,-9.463e-5,0,0,0,0,9.055e-5,0.004,1.575,12.57,88.62,0.019,5.725,6.652,868.509,1100.165,0.007,0.015,5.832e4,1.199,1.22e-6
0.457,222.49,1031.081,75.393,1031.21,75.416,2.326,4.219e-4,2.326,0.01,16.284,1.86,28.61,-80.6,0.998,0.071,6.439e-9,0.031,1.247e-4,768.426,456.608,0.033,2.211e-4,25.065,20.689,2.778,0.937,1.513e7,624.182,48.349,0.72,0.72,0.382,0.103,0.234,0.016,0.044,-3.554e-4,0,0,0,0,1.582e-4,0.004,1.575,12.57,88.709,0.026,5.698,6.634,868.216,1100.129,0.009,0.016,5.834e4,1.247,1.211e-6
0.47,236.441,1063.372,75.252,1063.508,75.264,2.548,4.787e-4,2.548,0.011,16.966,1.348,28.61,-80.6,0.998,0.077,1.017e-7,-0.03,9.624e-5,764.113,452.295,0.033,2.203e-4,25.098,20.669,2.812,0.967,1.56e7,623.962,52.505,0.736,0.736,0.376,0.118,0.242,0.018,0.049,-3.005e-4,0,0,0,0,-1.353e-4,0.004,1.575,12.57,88.865,0.023,5.667,6.607,867.763,1100.074,0.013,0.016,5.838e4,1.306,1.197e-6
0.485,252.832,1099.98,74.952,1100.119,74.958,2.809,5.492e-4,2.809,0.011,17.495,0.953,28.61,-80.6,0.998,0.174,-1.192e-8,-0.01,1.354e-4,759.22,447.402,0.033,2.194e-4,25.123,20.647,2.842,1,1.613e7,623.648,58.132,0.761,0.762,0.369,0.142,0.25,0.04,0.113,1.342e-5,0,0,0,0,-1.523e-5,0.004,1.575,12.57,88.982,8.317e-4,5.633,6.574,867.232,1100.01,0.015,0.016,5.842e4,1.332,1.177e-6
0.491,259.694,1114.892,74.731,1115.032,74.736,2.918,5.782e-4,2.918,0.011,17.67,0.871,28.61,-80.6,0.998,0.189,0,0.001,3.106e-5,757.229,445.411,0.033,2.191e-4,25.14,20.638,2.858,1.014,1.634e7,623.144,60.759,0.775,0.775,0.367,0.162,0.247,0.043,0.123,-4.645e-4,0,0,0,0,2.08e-7,0.004,1.575,12.57,88.992,-0.009,5.619,6.561,867.009,1099.983,0.006,0.017,5.844e4,1.356,1.168e-6
0.497,266.325,1129.079,74.553,1129.22,74.559,3.023,6.045e-4,3.023,0.011,17.839,0.925,28.61,-80.6,0.998,0.167,-5.116e-9,0.012,5.113e-5,755.33,443.513,0.033,2.187e-4,25.165,20.629,2.88,1.027,1.655e7,622.781,63.118,0.785,0.785,0.364,0.178,0.243,0.039,0.111,3.536e-4,0,0,0,0,1.94e-5,0.004,1.575,12.57,88.978,-0.013,5.605,6.548,866.794,1099.956,0.006,0.017,5.846e4,1.382,1.16e-6
0.504,273.615,1144.441,74.384,1144.583,74.392,3.138,6.314e-4,3.138,0.012,18.045,1.081,28.61,-80.6,0.998,0.121,0,0.022,9.843e-6,753.27,441.452,0.033,2.183e-4,25.199,20.62,2.907,1.041,1.677e7,622.41,65.504,0.793,0.793,0.361,0.192,0.24,0.028,0.081,-3.497e-4,0,0,0,0,6.239e-5,0.005,1.575,12.57,88.938,-0.011,5.58,6.533,866.558,1099.928,0.006,0.018,5.848e4,1.418,1.15e-6
0.512,283.555,1165.01,74.22,1165.155,74.233,3.295,6.649e-4,3.295,0.012,18.388,1.404,28.61,-80.6,0.998,0.034,7.697e-9,0.029,1.782e-4,750.505,438.687,0.033,2.178e-4,25.25,20.607,2.948,1.059,1.707e7,621.959,68.262,0.798,0.798,0.357,0.205,0.236,0.008,0.023,-4.36e-4,0,0,0,0,1.061e-4,0.005,1.575,12.57,88.856,-0.003,5.533,6.513,866.236,1099.889,0.009,0.018,5.85e4,1.48,1.136e-6
0.525,298.795,1195.793,74.083,1195.945,74.108,3.536,7.124e-4,3.536,0.012,19.088,1.915,28.61,-80.6,0.998,0.09,4.493e-8,-0.023,2.465e-5,746.357,434.539,0.033,2.171e-4,25.293,20.588,2.987,1.087,1.751e7,621.313,71.599,0.795,0.795,0.351,0.214,0.23,0.021,0.063,2.873e-4,0,0,0,0,-6.267e-5,0.005,1.575,12.57,88.726,0.009,5.463,6.483,865.742,1099.829,0.013,0.019,5.854e4,1.527,1.113e-6
0.534,309.898,1217.697,74.015,1217.856,74.047,3.715,7.474e-4,3.715,0.012,19.705,2.174,28.61,-80.6,0.998,0.145,-1.28e-8,-0.009,4.312e-5,743.401,431.583,0.033,2.166e-4,25.322,20.574,3.015,1.107,1.783e7,620.648,73.563,0.788,0.788,0.348,0.214,0.226,0.034,0.104,-1.592e-5,0,0,0,0,-9.055e-6,0.005,1.575,12.57,88.67,0.016,5.414,6.461,865.382,1099.785,0.009,0.019,5.857e4,1.556,1.095e-6
0.54,316.906,1231.317,73.983,1231.482,74.016,3.829,7.704e-4,3.829,0.012,20.112,2.212,28.61,-80.6,0.998,0.149,0,0.003,2.63e-5,741.562,429.745,0.033,2.162e-4,25.347,20.565,3.036,1.12,1.802e7,620.2,74.692,0.782,0.782,0.346,0.213,0.223,0.036,0.109,3.582e-4,0,0,0,0,8.622e-7,0.005,1.575,12.57,88.664,0.018,5.383,6.447,865.154,1099.757,0.006,0.019,5.859e4,1.584,1.084e-6
0.545,323.65,1244.283,73.996,1244.452,74.027,3.939,7.937e-4,3.939,0.012,20.495,2.141,28.61,-80.6,0.998,0.129,7.782e-9,0.013,2.511e-5,739.812,427.994,0.032,2.159e-4,25.377,20.557,3.06,1.132,1.821e7,619.865,75.561,0.775,0.775,0.345,0.209,0.221,0.031,0.095,-4.486e-5,0,0,0,0,1.972e-5,0.005,1.575,12.57,88.681,0.019,5.353,6.434,864.936,1099.731,0.005,0.02,5.86e4,1.616,1.074e-6
0.552,331.316,1258.862,74.029,1259.036,74.055,4.066,8.214e-4,4.066,0.012,20.9,1.954,28.61,-80.6,0.998,0.085,-1.723e-8,0.023,-3.587e-5,737.844,426.027,0.032,2.156e-4,25.415,20.547,3.091,1.145,1.842e7,619.517,76.457,0.767,0.767,0.344,0.205,0.218,0.021,0.064,-4.706e-4,0,0,0,0,5.643e-5,0.005,1.575,12.57,88.722,0.018,5.326,6.419,864.687,1099.7,0.006,0.02,5.862e4,1.663,1.062e-6
0.561,342.745,1280.309,74.12,1280.488,74.137,4.257,8.647e-4,4.257,0.012,21.408,1.553,28.61,-80.6,0.998,0.002,-3.226e-8,-0.028,8.229e-4,734.952,423.135,0.032,2.15e-4,25.475,20.533,3.138,1.165,1.873e7,619.062,77.534,0.752,0.752,0.341,0.196,0.215,4.812e-4,0.001,5.815e-5,0,0,0,0,-8.191e-5,0.005,1.575,12.57,88.809,0.012,5.314,6.396,864.317,1099.655,0.009,0.021,5.865e4,1.744,1.045e-6
0.574,360.252,1312.533,74.309,1312.716,74.317,4.55,9.312e-4,4.55,0.012,21.946,1.064,28.61,-80.6,0.998,0.097,9.135e-8,-0.013,-1.108e-4,730.614,418.796,0.032,2.143e-4,25.521,20.512,3.18,1.194,1.919e7,618.386,78.771,0.727,0.727,0.338,0.18,0.209,0.024,0.077,2.355e-4,0,0,0,0,-1.75e-5,0.005,1.575,12.57,88.921,-0.001,5.296,6.361,863.749,1099.586,0.014,0.021,5.87e4,1.78,1.017e-6
0.58,368.084,1326.719,74.363,1326.904,74.368,4.68,9.588e-4,4.68,0.012,22.126,0.914,28.61,-80.6,0.998,0.122,1.826e-8,-0.002,3.428e-5,728.707,416.889,0.032,2.139e-4,25.545,20.503,3.201,1.207,1.939e7,617.802,79.231,0.716,0.716,0.336,0.172,0.207,0.031,0.098,-4.732e-4,0,0,0,0,-4.826e-7,0.005,1.575,12.57,88.939,-0.005,5.288,6.346,863.495,1099.556,0.006,0.022,5.872e4,1.81,1.005e-6
0.585,374.906,1338.966,74.434,1339.151,74.44,4.794,9.816e-4,4.794,0.012,22.278,0.952,28.61,-80.6,0.998,0.112,2.331e-8,0.009,7.029e-5,727.063,415.245,0.032,2.136e-4,25.571,20.495,3.223,1.218,1.957e7,617.47,79.6,0.706,0.706,0.335,0.166,0.205,0.028,0.092,1.175e-4,0,0,0,0,7.012e-6,0.005,1.575,12.57,88.933,-0.008,5.281,6.332,863.274,1099.529,0.005,0.022,5.874e4,1.842,9.953e-7
