# Simulation 6 (Up to date)
# 3595 data points written for 57 variables.
# Simulation warnings:
#   Listeners modified the flight simulation
#   Body calculations may not be entirely accurate at supersonic speeds.
#   Forward end of airframe is open (radius is > 0):  "Transition"
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (G),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°C),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s),Corrective moment coefficient (),Damping moment coefficient (​),damping ratio ()
0.01,0.002,0.429,1.335,0.429,1.335,0,0,0,0,0,0,28.61,-80.6,0.998,86.239,0,0,0,4439.811,2889.005,1.111,0.002,NaN,47.371,NaN,0.006,2.423e5,101.578,3.813e-6,0.985,6.738e-4,0.828,0.102,0.056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.708e-6,2.205,24.63,90,0,6.53,11.038,942.363,1108.883,0.01,0.001,5.29e4,NaN,NaN
0.02,0.016,2.36,6.002,2.36,6.002,0,0,0,0,0,0,28.61,-80.6,0.998,70.057,0,0,0,4438.399,2887.593,1.111,0.002,NaN,47.367,NaN,0.006,2.562e5,304.714,5.2e-4,0.975,0.082,0.817,0.102,0.056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.392e-6,2.205,24.63,90,0,6.505,11.038,942.363,1108.883,0.01,0.002,5.29e4,NaN,NaN
0.03,0.057,5.794,10.673,5.794,10.673,0,0,0,0,0,0,28.61,-80.6,0.998,48.198,0,0,0,4436.987,2886.18,1.111,0.002,NaN,47.363,NaN,0.008,3.218e5,507.85,0.005,0.934,0.52,0.776,0.102,0.056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.306e-5,2.205,24.63,90,0,6.479,11.037,942.361,1108.883,0.01,0.002,5.29e4,0.158,NaN
0.04,0.136,9.994,13.059,9.994,13.059,0,0,0,0,0,0,28.61,-80.6,0.998,32.855,0,0,0,4434.137,2883.33,1.11,0.002,NaN,47.355,NaN,0.011,4.405e5,611.278,0.017,0.882,0.908,0.724,0.102,0.056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.977e-5,2.205,24.63,90,0,6.454,11.037,942.359,1108.883,0.01,0.003,5.29e4,0.023,NaN
0.05,0.257,14.224,13.153,14.224,13.153,0,0,0,0,0,0,28.61,-80.6,0.998,24.321,0,0,0,4431.287,2880.48,1.11,0.002,NaN,47.346,NaN,0.014,5.779e5,615,0.033,0.841,1.036,0.684,0.102,0.056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.66e-5,2.205,24.63,90,0,6.429,11.037,942.355,1108.882,0.01,0.003,5.29e4,0.101,NaN
0.06,0.42,18.485,13.247,18.485,13.247,0,0,0,0,0,0,28.61,-80.6,0.998,19.308,0,0,0,4428.436,2877.63,1.11,0.002,NaN,47.338,NaN,0.018,7.252e5,618.721,0.053,0.816,1.054,0.658,0.102,0.056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.356e-5,2.205,24.63,90,0,6.476,11.037,942.349,1108.882,0.01,0.004,5.29e4,0.181,NaN
0.07,0.627,22.777,13.344,22.777,13.344,0,0,0,0,0,0,28.61,-80.6,0.998,15.983,0,0,0,4425.533,2874.727,1.109,0.002,NaN,47.33,NaN,0.021,8.772e5,622.512,0.077,0.797,1.034,0.639,0.102,0.056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.064e-5,2.205,24.63,90,0,6.524,11.036,942.342,1108.881,0.01,0.004,5.29e4,0.255,NaN
0.08,0.876,27.1,13.441,27.1,13.441,0,0,0,0,0,0,28.61,-80.6,0.998,13.63,0,0,0,4422.63,2871.824,1.109,0.002,NaN,47.321,NaN,0.025,1.032e6,626.37,0.102,0.782,0.992,0.624,0.102,0.056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.078e-4,2.205,24.63,90,0,6.571,11.036,942.333,1108.88,0.01,0.005,5.29e4,0.337,NaN
0.09,1.169,31.455,13.539,31.455,13.539,0,0,0,0,0,0,28.61,-80.6,0.998,11.883,0,0,0,4419.728,2868.921,1.108,0.002,NaN,47.313,NaN,0.029,1.19e6,630.229,0.13,0.769,0.949,0.611,0.102,0.056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.252e-4,2.205,24.63,90,0,6.619,11.035,942.323,1108.879,0.01,0.005,5.29e4,0.42,NaN
0.1,1.505,35.841,13.638,35.841,13.638,0,0,0,0,0,0,28.61,-80.6,0.998,10.537,0,0,0,4416.77,2865.964,1.108,0.002,NaN,47.304,NaN,0.033,1.35e6,634.134,0.16,0.758,0.912,0.6,0.102,0.056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.426e-4,2.205,24.63,90,0,6.667,11.035,942.312,1108.878,0.01,0.006,5.29e4,0.495,NaN
0.11,1.886,40.26,13.739,40.26,13.739,0,0,0,0,0,0,28.61,-80.6,0.998,9.385,0,0,0,4413.813,2863.006,1.108,0.002,NaN,47.295,NaN,0.037,1.511e6,638.085,0.193,0.749,0.878,0.591,0.102,0.056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.602e-4,2.205,24.63,90,0,6.654,11.034,942.299,1108.876,0.01,0.006,5.29e4,0.579,NaN
0.12,2.311,44.711,13.839,44.711,13.839,0,0,0,0,0,0,28.61,-80.6,0.998,8.45,0,0,0,4410.856,2860.049,1.107,0.002,NaN,47.287,NaN,0.041,1.674e6,642.036,0.232,0.749,0.86,0.59,0.102,0.056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.779e-4,2.205,24.63,90,0,6.642,11.033,942.285,1108.874,0.01,0.007,5.29e4,0.663,NaN
0.13,2.78,49.195,13.94,49.195,13.94,0,0,0,0,0,0,28.61,-80.6,0.998,7.675,0,0,0,4407.844,2857.037,1.107,0.002,NaN,47.278,NaN,0.045,1.838e6,645.988,0.275,0.749,0.845,0.59,0.103,0.056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.958e-4,2.205,24.63,90,0,6.63,11.032,942.269,1108.873,0.01,0.007,5.29e4,0.74,NaN
0.14,3.295,53.711,14.04,53.711,14.04,0,0,0,0,0,0,28.61,-80.6,0.998,7.024,0,0,0,4404.832,2854.025,1.106,0.002,NaN,47.269,NaN,0.049,2.004e6,649.94,0.322,0.749,0.832,0.59,0.103,0.056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.137e-4,2.205,24.63,90,0,6.617,11.031,942.251,1108.871,0.01,0.008,5.29e4,0.826,NaN
0.15,3.855,58.259,14.141,58.259,14.141,0,0,0,0,0,0,28.61,-80.6,0.998,6.468,0,0,0,4401.819,2851.013,1.106,0.002,NaN,47.26,NaN,0.053,2.171e6,653.892,0.373,0.749,0.822,0.59,0.103,0.056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.318e-4,2.205,24.63,90,0,6.605,11.03,942.232,1108.868,0.01,0.008,5.291e4,0.913,NaN
0.16,4.46,62.84,14.242,62.84,14.242,0,0,0,0,0,0,28.61,-80.6,0.998,6.029,0,0,0,4398.752,2847.945,1.105,0.002,NaN,47.251,NaN,0.057,2.339e6,657.858,0.429,0.749,0.814,0.59,0.103,0.056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.501e-4,2.205,24.63,90,0,6.637,11.029,942.211,1108.866,0.01,0.009,5.291e4,0.994,NaN
0.17,5.112,67.453,14.344,67.453,14.344,0,0,0,0,0,0,28.61,-80.6,0.998,5.646,0,0,0,4395.685,2844.878,1.105,0.002,NaN,47.242,NaN,0.061,2.509e6,661.838,0.49,0.749,0.807,0.59,0.103,0.056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.684e-4,2.205,24.63,90,0,6.668,11.027,942.189,1108.863,0.01,0.009,5.291e4,1.083,NaN
0.18,5.809,72.099,14.445,72.099,14.445,0,0,0,0,0,0,28.61,-80.6,0.998,5.309,0,0,0,4392.617,2841.811,1.105,0.002,NaN,47.233,NaN,0.065,2.681e6,665.819,0.555,0.749,0.801,0.59,0.103,0.056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.869e-4,2.205,24.63,90,0,6.7,11.026,942.165,1108.861,0.01,0.009,5.291e4,1.172,NaN
0.19,6.554,76.778,14.548,76.778,14.548,0,0,0,0,0,0,28.61,-80.6,0.998,5.011,0,0,0,4389.495,2838.688,1.104,0.002,NaN,47.224,NaN,0.07,2.853e6,669.818,0.625,0.749,0.796,0.59,0.103,0.056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.055e-4,2.205,24.63,90,0,6.732,11.025,942.14,1108.858,0.01,0.01,5.291e4,1.255,NaN
0.2,7.345,81.49,14.65,81.49,14.65,0,0,0,0,0,0,28.61,-80.6,0.998,4.744,0,0,0,4386.372,2835.565,1.104,0.002,NaN,47.215,NaN,0.074,3.027e6,673.838,0.7,0.749,0.792,0.59,0.103,0.056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.243e-4,2.205,24.63,90,0,6.763,11.023,942.113,1108.855,0.01,0.01,5.291e4,1.344,NaN
0.21,8.184,86.236,14.753,86.236,14.753,0,0,0,0,0,0,28.61,-80.6,0.998,4.459,0,0,0,4383.249,2832.442,1.103,0.002,NaN,47.205,NaN,0.078,3.202e6,677.857,0.778,0.749,0.787,0.59,0.103,0.056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.432e-4,2.205,24.63,90,0,6.725,11.021,942.085,1108.851,0.01,0.011,5.292e4,1.434,NaN
0.22,9.07,91.014,14.856,91.014,14.856,0,0,0,0,0,0,28.61,-80.6,0.998,4.202,0,0,0,4380.07,2829.263,1.103,0.002,NaN,47.196,NaN,0.082,3.378e6,681.885,0.862,0.749,0.784,0.59,0.103,0.056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.622e-4,2.205,24.63,90,0,6.688,11.02,942.054,1108.848,0.01,0.011,5.292e4,1.516,NaN
0.23,10.004,95.826,14.96,95.826,14.96,0,0,0,0,0,0,28.61,-80.6,0.998,3.97,0,0,0,4376.891,2826.084,1.102,0.002,NaN,47.187,NaN,0.087,3.556e6,685.921,0.951,0.749,0.78,0.59,0.103,0.056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.813e-4,2.205,24.63,90,0,6.65,11.018,942.023,1108.844,0.01,0.012,5.292e4,1.653,NaN
0.245,11.496,103.104,15.092,103.104,15.092,-1.656e-4,0,1.656e-4,-180,0.022,0.047,28.61,-80.6,0.998,3.645,0,6.895e-4,6.586e-8,4372.094,2821.287,1.102,0.002,53.6,47.172,2.915,0.093,3.824e6,690.974,1.094,0.749,0.776,0.59,0.103,0.056,1.43,4.169,-1.132e-4,0,0,0,0,1.028e-4,4.103e-4,2.205,24.63,89.998,-0.004,6.593,11.015,941.972,1108.838,0.015,0.012,5.292e4,1.859,NaN
0.268,13.94,114.163,15.294,114.163,15.294,-0.001,0,0.001,-180,0.057,0.048,28.61,-80.6,0.998,3.252,0,0.002,1.891e-7,4364.814,2814.007,1.101,0.002,53.727,47.151,2.983,0.103,4.233e6,698.691,1.332,0.75,0.771,0.59,0.104,0.056,1.262,3.765,1.906e-5,0,0,0,0,5.82e-4,4.543e-4,2.205,24.63,89.988,-0.005,6.568,11.01,941.889,1108.829,0.023,0.013,5.293e4,2.173,NaN
0.301,18.078,131.073,15.598,131.073,15.598,-0.004,-1.908e-8,0.004,-180,0.107,0.044,28.61,-80.6,0.998,2.766,0,0.004,8.552e-8,4353.706,2802.9,1.099,0.002,53.89,47.117,3.072,0.118,4.857e6,710.324,1.743,0.75,0.766,0.59,0.104,0.056,1.059,3.252,-4.908e-4,0,0,0,0,0.002,5.216e-4,2.205,24.63,89.955,-0.003,6.544,11.002,941.748,1108.812,0.034,0.013,5.294e4,2.64,NaN
0.351,25.275,156.844,16.058,156.844,16.058,-0.011,-1.124e-7,0.011,-179.999,0.159,0.017,28.61,-80.6,0.998,2.024,0,0.007,2.163e-7,4336.825,2786.019,1.097,0.002,54.148,47.066,3.212,0.142,5.809e6,727.85,2.472,0.751,0.76,0.589,0.105,0.057,0.759,2.433,-2.925e-4,0,0,0,0,0.004,6.242e-4,2.205,24.63,89.86,-0.002,6.085,10.988,941.503,1108.784,0.05,0.014,5.296e4,3.141,NaN
0.401,33.784,183.516,16.605,183.517,16.605,-0.019,-3.864e-7,0.019,-179.999,0.157,0.022,28.61,-80.6,0.998,1.749,0,0.01,6.442e-8,4319.465,2768.659,1.094,0.002,54.25,47.014,3.282,0.166,6.794e6,749.032,3.376,0.752,0.758,0.589,0.105,0.057,0.651,2.129,-8.391e-6,0,0,0,0,0.007,7.303e-4,2.205,24.63,89.706,-0.002,6.705,10.971,941.213,1108.75,0.05,0.014,5.298e4,3.638,NaN
0.451,43.649,211.083,17.16,211.083,17.16,-0.025,-9.988e-7,0.025,-179.998,0.064,0.097,28.61,-80.6,0.998,1.275,0,0.014,7.487e-8,4301.629,2750.822,1.091,0.002,54.426,46.959,3.387,0.19,7.811e6,770.466,4.451,0.752,0.756,0.588,0.106,0.058,0.469,1.576,-2.412e-4,0,0,0,0,0.011,8.4e-4,2.205,24.63,89.484,-0.002,6.665,10.951,940.877,1108.712,0.05,0.015,5.3e4,4.137,NaN
0.501,54.914,239.553,17.722,239.553,17.723,-0.023,-2.028e-6,0.023,-179.995,0.188,0.215,28.61,-80.6,0.998,0.707,0,0.018,-4.094e-7,4283.259,2732.452,1.089,0.002,54.645,46.902,3.512,0.216,8.861e6,792.093,5.719,0.754,0.755,0.588,0.107,0.058,0.256,0.885,1.334e-4,0,0,0,0,0.012,9.533e-4,2.205,24.63,89.195,-0.001,6.125,10.929,940.493,1108.667,0.05,0.015,5.303e4,4.66,NaN
0.551,67.626,268.937,18.289,268.938,18.293,-0.002,-3.582e-6,0.002,-179.914,0.652,0.357,28.61,-80.6,0.998,0.317,0,0.02,2.712e-6,4264.395,2713.588,1.086,0.002,54.801,46.843,3.61,0.243,9.945e6,813.945,7.209,0.755,0.755,0.587,0.109,0.059,0.114,0.397,4.56e-4,0,0,0,0,0.013,0.001,2.205,24.63,88.857,-0.001,6.192,10.904,940.06,1108.617,0.05,0.016,5.305e4,5.207,NaN
0.601,81.83,299.243,18.861,299.246,18.868,0.047,-5.915e-6,0.047,-0.007,1.365,0.52,28.61,-80.6,0.998,0.013,0,0.021,6.135e-5,4245.041,2694.234,1.083,0.002,54.929,46.782,3.695,0.27,1.106e7,835.972,8.937,0.756,0.756,0.586,0.11,0.06,0.005,0.006,-1.289e-4,0,0,0,0,0.011,0.001,2.205,24.63,88.491,-0.002,6.572,10.875,939.577,1108.561,0.05,0.016,5.309e4,5.848,NaN
0.651,97.573,330.48,19.439,330.488,19.451,0.139,-9.756e-6,0.139,-0.004,2.365,0.706,28.61,-80.6,0.998,0.326,-1.014e-8,-0.019,5.039e-6,4225.138,2674.331,1.08,0.002,54.816,46.719,3.672,0.298,1.221e7,858.222,10.925,0.758,0.758,0.585,0.112,0.061,0.117,0.438,-4.206e-4,0,0,0,0,-0.008,0.001,2.205,24.63,88.127,-0.002,6.537,10.844,939.041,1108.499,0.05,0.017,5.313e4,6.511,NaN
0.701,114.901,362.657,20.022,362.675,20.042,0.289,-1.606e-5,0.289,-0.003,3.67,0.889,28.61,-80.6,0.998,0.584,-9.926e-9,-0.015,2.737e-6,4204.726,2653.92,1.077,0.002,54.728,46.654,3.662,0.327,1.34e7,880.723,13.197,0.76,0.761,0.584,0.114,0.062,0.212,0.782,-4.295e-4,0,0,0,0,-0.004,0.001,2.205,24.63,87.812,-0.003,6.455,10.81,938.45,1108.431,0.05,0.017,5.317e4,7.186,NaN
0.751,133.862,395.787,20.615,395.822,20.64,0.511,-2.566e-5,0.511,-0.003,5.246,1.034,28.61,-80.6,0.998,0.71,0,-0.008,2.674e-7,4183.808,2633.001,1.074,0.002,54.693,46.586,3.677,0.357,1.461e7,903.53,15.77,0.763,0.764,0.583,0.117,0.063,0.26,0.957,-9.586e-5,0,0,0,0,-0.001,0.002,2.205,24.63,87.597,-0.003,6.421,10.772,937.805,1108.356,0.05,0.018,5.321e4,7.874,NaN
0.801,154.504,429.885,21.217,429.942,21.246,0.817,-3.938e-5,0.817,-0.003,7.012,1.115,28.61,-80.6,0.998,0.737,0,0.001,-4.388e-6,4162.32,2611.514,1.07,0.002,54.697,46.516,3.711,0.388,1.587e7,926.576,18.669,0.766,0.767,0.582,0.12,0.065,0.271,1.005,-1.461e-4,0,0,0,0,1.288e-5,0.002,2.205,24.63,87.531,-0.003,5.955,10.731,937.102,1108.275,0.05,0.018,5.326e4,8.559,NaN
0.851,176.875,464.963,21.827,465.046,21.854,1.213,-5.703e-5,1.213,-0.003,8.825,1.088,28.61,-80.6,0.998,0.592,6.346e-9,0.011,1.772e-6,4140.31,2589.503,1.067,0.002,54.767,46.443,3.776,0.42,1.715e7,949.718,21.915,0.769,0.77,0.58,0.123,0.066,0.218,0.82,4.824e-4,0,0,0,0,0.001,0.002,2.205,24.63,87.646,-0.002,5.467,10.687,936.34,1108.187,0.05,0.019,5.331e4,9.223,NaN
0.901,201.016,500.727,22.254,500.836,22.273,1.697,-7.744e-5,1.697,-0.003,10.456,0.91,28.61,-80.6,0.998,0.229,2.496e-8,0.019,4.217e-6,4117.983,2567.177,1.064,0.002,54.923,46.368,3.88,0.452,1.846e7,965.244,25.513,0.774,0.774,0.578,0.127,0.068,0.084,0.321,4.622e-4,0,0,0,0,0.003,0.002,2.205,24.63,87.926,-0.001,5.726,10.639,935.518,1108.092,0.05,0.019,5.337e4,9.898,NaN
0.951,226.896,534.477,20.993,534.604,21.002,2.251,-9.81e-5,2.251,-0.002,11.649,0.625,28.61,-80.6,0.998,0.103,0,-0.02,3.908e-6,4096.813,2546.006,1.06,0.002,54.988,46.297,3.942,0.483,1.969e7,913.096,29.215,0.778,0.778,0.577,0.132,0.07,0.038,0.152,2.106e-4,0,0,0,0,-0.003,0.002,2.205,24.63,88.284,4.154e-4,5.419,10.588,934.637,1107.99,0.05,0.02,5.343e4,10.694,NaN
1.001,254.443,567.388,20.465,567.524,20.468,2.854,-1.148e-4,2.854,-0.002,12.416,0.376,28.61,-80.6,0.998,0.397,0,-0.013,-5.104e-7,4076.155,2525.348,1.057,0.002,54.895,46.226,3.932,0.512,2.089e7,891.199,33.125,0.783,0.784,0.575,0.137,0.071,0.147,0.58,-3.472e-4,0,0,0,0,-0.001,0.002,2.205,24.63,88.59,0.004,5.638,10.533,933.698,1107.881,0.05,0.02,5.349e4,11.44,NaN
1.051,283.636,600.323,20.475,600.462,20.477,3.488,-1.229e-4,3.488,-0.002,12.901,0.279,28.61,-80.6,0.998,0.467,-5.34e-9,-4.672e-4,-3.013e-7,4055.499,2504.692,1.054,0.002,54.892,46.155,3.963,0.542,2.209e7,891.382,37.329,0.789,0.79,0.573,0.143,0.073,0.174,0.69,1.821e-4,0,0,0,0,-1.397e-6,0.002,2.205,24.63,88.712,0.007,5.626,10.476,932.704,1107.766,0.05,0.021,5.356e4,11.992,NaN
1.09,307.672,626.236,20.545,626.377,20.548,4,-1.211e-4,4,-0.002,13.264,0.33,28.61,-80.6,0.998,0.375,0,0.01,-1.064e-5,4039.251,2488.445,1.051,0.002,54.95,46.099,4.014,0.566,2.303e7,894.303,40.851,0.794,0.795,0.572,0.148,0.075,0.14,0.562,-3.683e-4,0,0,0,0,6.309e-4,0.002,2.205,24.63,88.635,0.007,5.779,10.428,931.886,1107.672,0.039,0.021,5.362e4,12.587,NaN
1.136,336.579,656.158,20.622,656.305,20.629,4.611,-1.084e-4,4.611,-0.001,13.898,0.561,28.61,-80.6,0.998,0.077,-2.493e-8,0.017,-5.612e-6,4020.493,2469.686,1.048,0.002,55.093,46.033,4.109,0.593,2.411e7,897.881,45.163,0.801,0.801,0.57,0.154,0.077,0.029,0.117,3.251e-4,0,0,0,0,0.002,0.003,2.205,24.63,88.392,0.005,5.331,10.371,930.901,1107.558,0.045,0.021,5.369e4,13.373,NaN
1.186,370.221,689.511,20.72,689.676,20.737,5.333,-8.465e-5,5.333,-9.094e-4,15.05,0.822,28.61,-80.6,0.998,0.177,-3.091e-8,-0.014,5.628e-6,3999.568,2448.761,1.044,0.002,55.093,45.959,4.143,0.623,2.532e7,902.831,50.367,0.81,0.81,0.568,0.163,0.079,0.067,0.277,-4.78e-4,0,0,0,0,-9.495e-4,0.003,2.205,24.63,88.085,0.002,5.615,10.304,929.756,1107.425,0.05,0.022,5.377e4,14.18,NaN
1.236,405.535,723.052,20.833,723.241,20.855,6.122,-5.737e-5,6.122,-5.369e-4,16.544,0.962,28.61,-80.6,0.998,0.27,-2.72e-8,-0.004,8.155e-6,3978.516,2427.709,1.041,0.002,55.101,45.884,4.181,0.653,2.653e7,908.584,56.006,0.819,0.819,0.565,0.173,0.081,0.103,0.429,-1.748e-4,0,0,0,0,-5.841e-5,0.003,2.205,24.63,87.92,-6.988e-4,6.071,10.234,928.553,1107.286,0.05,0.022,5.385e4,14.833,NaN
1.277,436.091,751.003,20.937,751.215,20.958,6.835,-3.587e-5,6.835,-3.007e-4,17.846,0.939,28.61,-80.6,0.998,0.222,-1.659e-8,0.007,-6.013e-6,3960.954,2410.147,1.038,0.002,55.158,45.82,4.235,0.679,2.753e7,913.884,61.072,0.829,0.829,0.563,0.182,0.083,0.085,0.359,3.661e-4,0,0,0,0,1.909e-4,0.003,2.205,24.63,87.955,-7.877e-4,6.005,10.174,927.513,1107.166,0.041,0.023,5.392e4,15.563,NaN
1.325,472.984,783.59,21.046,783.824,21.058,7.726,-1.103e-5,7.726,-8.178e-5,19.15,0.704,28.61,-80.6,0.998,0.005,-1.405e-8,-0.013,1.892e-4,3940.462,2389.656,1.035,0.002,55.288,45.745,4.328,0.708,2.87e7,919.7,67.407,0.841,0.841,0.561,0.195,0.086,0.002,0.009,-1.663e-4,0,0,0,0,-6.61e-4,0.003,2.205,24.63,88.156,0.003,6.201,10.101,926.256,1107.02,0.048,0.023,5.401e4,16.47,NaN
1.375,513.016,817.681,21.16,817.927,21.165,8.707,2.426e-5,8.707,1.596e-4,20.044,0.488,28.61,-80.6,0.998,0.18,0,-0.005,1.882e-6,3918.995,2368.188,1.031,0.002,55.276,45.666,4.359,0.739,2.992e7,926.424,74.66,0.857,0.857,0.558,0.21,0.088,0.07,0.304,-3.355e-4,0,0,0,0,-8.781e-5,0.003,2.205,24.63,88.349,0.007,6.544,10.021,924.893,1106.863,0.05,0.024,5.41e4,17.197,NaN
1.416,547.4,846.005,21.258,846.256,21.263,9.548,6.761e-5,9.548,4.057e-4,20.629,0.473,28.61,-80.6,0.998,0.179,-1.739e-8,0.005,-4.836e-6,3901.124,2350.317,1.028,0.002,55.324,45.6,4.411,0.765,3.093e7,932.855,81.228,0.872,0.872,0.556,0.225,0.091,0.07,0.308,-3.956e-5,0,0,0,0,8.792e-5,0.003,2.205,24.63,88.347,0.006,6.589,9.953,923.722,1106.727,0.041,0.024,5.419e4,17.915,NaN
1.459,583.76,875.049,21.317,875.31,21.328,10.435,1.207e-4,10.435,6.629e-4,21.385,0.668,28.61,-80.6,0.998,0.033,-2.692e-8,0.012,1.289e-5,3882.741,2331.935,1.025,0.002,55.43,45.53,4.49,0.791,3.196e7,938.632,88.538,0.889,0.889,0.554,0.242,0.093,0.013,0.057,-5.135e-5,0,0,0,0,4.303e-4,0.003,2.205,24.63,88.191,0.002,6.701,9.881,922.484,1106.584,0.042,0.025,5.427e4,18.883,NaN
1.509,628.375,909.502,21.349,909.785,21.368,11.535,1.857e-4,11.535,9.223e-4,22.712,0.906,28.61,-80.6,0.998,0.121,0,-0.006,1.083e-5,3860.843,2310.036,1.021,0.002,55.46,45.447,4.542,0.822,3.319e7,945.042,98.245,0.914,0.915,0.551,0.268,0.096,0.048,0.218,5.271e-5,0,0,0,0,-1.056e-4,0.004,2.205,24.63,87.992,0.002,6.798,9.793,920.965,1106.408,0.05,0.025,5.438e4,19.738,NaN
1.553,669.012,939.839,21.383,940.148,21.404,12.564,2.484e-4,12.564,0.001,24.1,0.928,28.61,-80.6,0.998,0.123,5.768e-9,0.005,1.52e-5,3841.46,2290.654,1.018,0.002,55.517,45.373,4.601,0.85,3.426e7,951.665,107.789,0.941,0.941,0.548,0.294,0.099,0.049,0.227,-1.106e-4,0,0,0,0,5.375e-5,0.004,2.205,24.63,87.98,0.005,6.706,9.712,919.581,1106.248,0.044,0.026,5.447e4,20.54,NaN
1.595,709.154,968.896,21.387,969.225,21.399,13.603,3.219e-4,13.603,0.001,25.253,0.726,28.61,-80.6,0.998,0.005,0,-0.01,5.401e-4,3822.787,2271.98,1.014,0.002,55.618,45.3,4.68,0.876,3.529e7,958.068,118.438,0.974,0.974,0.545,0.327,0.102,0.002,0.009,-2.417e-4,0,0,0,0,-2.288e-4,0.004,2.205,24.63,88.119,0.01,6.709,9.633,918.214,1106.09,0.042,0.026,5.457e4,21.606,NaN
1.645,758.462,1003.398,21.343,1003.74,21.351,14.891,4.389e-4,14.891,0.002,26.216,0.58,28.61,-80.6,0.998,0.075,4.655e-8,-0.002,-5.646e-6,3800.431,2249.624,1.01,0.002,55.662,45.213,4.739,0.908,3.65e7,964.735,131.801,1.012,1.012,0.54,0.366,0.105,0.031,0.146,4.407e-4,0,0,0,0,-1.071e-5,0.004,2.205,24.63,88.259,0.005,6.187,9.535,916.535,1105.896,0.05,0.027,5.469e4,22.586,NaN
1.691,805.457,1035.238,21.391,1035.591,21.4,16.118,5.565e-4,16.118,0.002,27.021,0.637,28.61,-80.6,0.998,0.041,2.569e-8,0.005,-2.439e-5,3779.664,2228.858,1.007,0.002,55.74,45.13,4.812,0.937,3.761e7,971.76,141.554,1.022,1.022,0.532,0.382,0.108,0.017,0.081,3.742e-4,0,0,0,0,6.203e-5,0.004,2.205,24.63,88.219,0.005,6.251,9.442,914.934,1105.711,0.046,0.027,5.48e4,23.687,NaN
1.741,858.085,1069.812,21.383,1070.184,21.399,17.497,6.969e-4,17.497,0.002,28.211,0.82,28.61,-80.6,0.998,0.048,-6.363e-9,-0.003,1.958e-5,3756.985,2206.179,1.002,0.002,55.805,45.039,4.883,0.968,3.882e7,978.975,153.806,1.042,1.042,0.523,0.407,0.112,0.02,0.099,-4.815e-4,0,0,0,0,-1.668e-5,0.004,2.205,24.63,88.087,0.007,6.304,9.338,913.142,1105.503,0.05,0.028,5.492e4,24.768,NaN
